Keyword;Position;Previous Position;Position Difference;Search Volume;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends
reformar la casa;9;12;3;30;1.03;http://planreforma.com/calculador-reforma/;0.02;0.01;0.74;13400000;0.99,0.50,0.50,0.99,0.75,0.50,0.75,0.75,0.50,0.50,0.99,0.99
reformas casas antiguas;10;12;2;30;1.98;http://planreforma.com/blog/las-10-cosas-que-debes-saber-al-hacer-una-reforma-integral/;0.02;0.02;0.89;499000;0.40,0.40,0.20,0.40,0.80,0.99,0.80,0.40,0.60,0.20,0.60,0.99
reformas baños precios;10;12;2;30;2.31;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.02;0.02;0.85;700000;0.22,0.11,0.22,0.56,0.22,0.11,0.22,0.22,0.22,0.78,0.99,0.78
tarifas arquitectos;9;9;0;30;0.08;http://planreforma.com/blog/cuales-son-los-honorarios-de-un-arquitecto/;0.02;0.00;0.43;433000;0.50,0.50,0.50,0.25,0.75,0.50,0.75,0.99,0.99,0.50,0.50,0.99
tarima piscina;9;10;1;30;0.30;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.02;0.00;0.72;554000;0.99,0.99,0.99,0.99,0.60,0.40,0.40,0.20,0.20,0.40,0.60,0.40
materiales aislamiento acustico;9;10;1;30;0.90;http://planreforma.com/blog/%C2%BFque-materiales-son-aislantes-acusticos/;0.02;0.01;0.82;124000;0.60,0.40,0.40,0.40,0.20,0.40,0.40,0.40,0.99,0.40,0.60,0.40
presupuesto de obras;8;8;0;30;2.59;http://planreforma.com/;0.02;0.03;0.94;50300000;0.67,0.67,0.99,0.99,0.67,0.67,0.67,0.99,0.99,0.67,0.67,0.99
decoracion de jardineras;10;11;1;30;0.00;http://planreforma.com/blog/decorar-el-jardin-con-macetas-y-jardineras/;0.02;0.00;0.47;331000;0.99,0.60,0.99,0.80,0.40,0.40,0.60,0.40,0.40,0.20,0.40,0.60
mejor cesped artificial del mercado;3;3;0;10;1.26;http://planreforma.com/blog/cesped-artificial-que-hay-que-tener-en-cuenta/;0.02;0.01;0.87;186000;0.99,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.75
feng shui terraza;3;3;0;10;0.00;http://planreforma.com/blog/decoracion-feng-shui-terrazas-urbanas/;0.02;0.00;0.20;249000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
presupuesto de ascensores;3;0;0;10;1.31;http://planreforma.com/blog/cuanto-cuesta-instalar-un-ascensor-en-un-edificio-antigua-y-otros-aspectos-tecnicos-a-tener-en-cuenta/;0.02;0.01;0.98;689000;0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.99
presupuesto reforma cocina;15;17;2;170;2.29;http://planreforma.com/presupuesto-reforma/;0.02;0.02;0.86;631000;0.99,0.65,0.65,0.65,0.65,0.54,0.54,0.65,0.81,0.65,0.81,0.81
estilo eclectico;15;0;0;170;0.00;http://planreforma.com/blog/estilo-de-decoracion-eclectico/;0.02;0.00;0.01;55000;0.65,0.54,0.42,0.65,0.65,0.54,0.99,0.65,0.54,0.65,0.81,0.65
ideas recibidor;15;12;-3;170;0.35;http://planreforma.com/blog/ideas-sencillas-decorar-recibidor/;0.02;0.00;0.04;420000;0.54,0.42,0.54,0.35,0.54,0.65,0.81,0.65,0.81,0.65,0.99,0.99
armarios a medida leroy merlin;16;19;3;170;0.50;http://planreforma.com/blog/increibles-muebles-a-medida-para-ahorrar-espacio/;0.02;0.00;0.55;60000;0.53,0.34,0.28,0.34,0.44,0.53,0.34,0.28,0.99,0.44,0.81,0.53
reformar una cocina;13;18;5;90;1.13;http://planreforma.com/calculador-cocina/;0.02;0.01;0.78;13000000;0.79,0.50,0.50,0.36,0.50,0.50,0.64,0.99,0.50,0.36,0.79,0.79
tarima para exterior;13;0;0;90;1.96;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.02;0.02;0.89;479000;0.64,0.64,0.99,0.99,0.99,0.82,0.99,0.45,0.45,0.82,0.99,0.82
plantas artificiales para exterior;13;13;0;90;0.22;http://planreforma.com/blog/jardines-artificiales-interior-exterior/;0.02;0.00;0.91;339000;0.79,0.99,0.64,0.50,0.50,0.64,0.50,0.64,0.64,0.50,0.79,0.36
empresas de reformas integrales;7;11;4;20;3.97;http://planreforma.com/;0.02;0.04;0.85;586000;0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.99,0.80,0.80
aislantes acústicos;7;8;1;20;0.49;http://planreforma.com/blog/%C2%BFque-materiales-son-aislantes-acusticos/;0.02;0.00;1.00;283000;0.75,0.25,0.50,0.99,0.25,0.25,0.25,0.50,0.75,0.25,0.75,0.50
graffitis en casa;7;8;1;20;0.43;http://planreforma.com/blog/graffitis-para-decorar-interiores/;0.02;0.00;0.12;2600000;0.99,0.99,0.99,0.50,0.50,0.99,0.99,0.99,0.99,0.50,0.50,0.50
pedir presupuesto online;7;8;1;20;1.20;http://planreforma.com/;0.02;0.01;0.56;529000;0.33,0.99,0.99,0.33,0.99,0.33,0.33,0.33,0.33,0.67,0.99,0.67
pintar el piso;7;6;-1;20;1.50;http://planreforma.com/blog/consejos-para-pintar-un-piso/;0.02;0.01;0.31;1700000;0.99,0.67,0.67,0.67,0.99,0.67,0.99,0.99,0.67,0.33,0.33,0.67
precio cambiar cocina;7;0;0;20;0.25;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.02;0.00;0.64;60800000;0.99,0.99,0.50,0.50,0.50,0.50,0.99,0.99,0.99,0.50,0.99,0.99
ikea reformas;7;5;-2;20;1.02;http://planreforma.com/blog/decoracion-de-un-piso-con-muebles-de-ikea-y-la-ayuda-de-una-decoradora/;0.02;0.01;0.46;480000;0.99,0.67,0.67,0.99,0.67,0.67,0.99,0.67,0.99,0.33,0.99,0.67
presupuestos profesionales;7;7;0;20;2.44;http://planreforma.com/;0.02;0.02;0.59;26200000;0.33,0.33,0.67,0.33,0.33,0.33,0.67,0.67,0.67,0.33,0.33,0.99
empresa de reformas integrales;7;10;3;20;0.00;http://planreforma.com/;0.02;0.00;0.93;668000;0.99,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.80,0.60,0.80,0.40
project manager arquitectura;7;8;1;20;5.39;http://planreforma.com/blog/el-arquitecto-como-project-manager-una-apuesta-de-futuro/;0.02;0.06;0.48;505000;0.99,0.25,0.25,0.25,0.50,0.25,0.50,0.50,0.50,0.50,0.25,0.50
precio tarima exterior sintetica;7;6;-1;20;1.08;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.02;0.01;0.80;29000;0.80,0.60,0.40,0.99,0.20,0.40,0.20,0.20,0.20,0.20,0.60,0.60
tarima sintética;7;8;1;20;1.17;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.02;0.01;0.66;238000;0.67,0.67,0.67,0.67,0.99,0.99,0.33,0.67,0.67,0.33,0.67,0.99
reformar una casa;18;0;0;260;1.95;http://planreforma.com/calculador-reforma/;0.02;0.02;0.78;13600000;0.82,0.44,0.36,0.54,0.54,0.82,0.99,0.99,0.82,0.67,0.82,0.82
reformar mi casa;14;15;1;110;1.95;http://planreforma.com/;0.02;0.02;0.79;874000;0.27,0.27,0.27,0.19,0.54,0.42,0.35,0.99,0.42,0.65,0.35,0.19
piscina infinity;14;13;-1;110;0.00;http://planreforma.com/blog/piscinas-desbordantes-o-piscinas-infinitas/;0.02;0.00;0.08;491000;0.53,0.41,0.53,0.65,0.99,0.99,0.65,0.53,0.41,0.41,0.41,0.53
árboles de navidad decorados;15;15;0;140;0.00;http://planreforma.com/blog/arboles-navidad-decorados-estilo-nordico/;0.02;0.00;0.03;195000;0.00,0.00,0.00,0.01,0.00,0.01,0.02,0.08,0.82,0.99,0.01,0.02
hacer puerta corredera;15;12;-3;140;0.43;http://planreforma.com/blog/nos-vamos-de-reformas-puertas-correderas-ii/;0.02;0.00;0.19;360000;0.81,0.33,0.67,0.52,0.81,0.67,0.67,0.81,0.99,0.52,0.99,0.81
reforma piso presupuesto;4;0;0;10;0.00;http://planreforma.com/blog/precio-de-la-reforma-de-un-piso-de-100-m2/;0.02;0.00;0.87;703000;0.99,0.33,0.33,0.67,0.67,0.67,0.99,0.33,0.33,0.33,0.33,0.33
informe de obra;4;4;0;10;0.00;http://planreforma.com/ayuda/usuario/informe_completo/obra_nueva/;0.02;0.00;0.11;63400000;0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50
leroy merlin armarios a medida;15;14;-1;140;0.61;http://planreforma.com/blog/increibles-muebles-a-medida-para-ahorrar-espacio/;0.02;0.00;0.47;60000;0.65,0.35,0.54,0.54,0.42,0.19,0.81,0.99,0.65,0.54,0.54,0.81
modelos de cesped artificial;4;4;0;10;0.00;http://planreforma.com/blog/cesped-artificial-que-hay-que-tener-en-cuenta/;0.02;0.00;0.71;459000;0.50,0.99,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99
estilo kitsch;15;16;1;140;0.02;http://planreforma.com/blog/que-es-el-estilo-kitsch-en-decoracion/;0.02;0.00;0.00;514000;0.67,0.67,0.67,0.67,0.52,0.52,0.52,0.81,0.67,0.81,0.81,0.99
presupuesto ascensores;4;3;-1;10;1.81;http://planreforma.com/blog/cuanto-cuesta-instalar-un-ascensor-en-un-edificio-antigua-y-otros-aspectos-tecnicos-a-tener-en-cuenta/;0.02;0.01;0.91;465000;0.67,0.33,0.99,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
reforma de una casa;4;0;0;10;1.33;http://planreforma.com/;0.02;0.01;0.66;80400000;0.99,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.50,0.99,0.99
presupuesto para casa;4;5;1;10;0.00;http://planreforma.com/presupuesto-obra_nueva/;0.02;0.00;0.64;44900000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
puerta para discapacitados;4;4;0;10;0.00;http://planreforma.com/blog/adaptar-un-piso-o-vivienda-para-discapacitados-en-sillas-de-ruedas/;0.02;0.00;0.36;688000;0.00,0.99,0.99,0.00,0.99,0.00,0.00,0.00,0.99,0.99,0.00,0.99
ideas cabeceros;15;14;-1;140;1.04;http://planreforma.com/blog/ideas-cabeceros-para-la-cama-ii/;0.02;0.01;0.28;357000;0.24,0.33,0.43,0.33,0.67,0.99,0.81,0.99,0.99,0.52,0.99,0.99
escaleras para buhardillas;16;16;0;140;0.33;http://planreforma.com/blog/abrir-hueco-para-poner-una-escalera-en-un-atico-o-buhardilla-y-comunicarlo-con-una-terraza/;0.02;0.00;0.84;386000;0.82,0.53,0.82,0.65,0.65,0.65,0.82,0.99,0.82,0.65,0.82,0.82
graffitis decorativos;4;4;0;10;0.92;http://planreforma.com/blog/graffitis-para-decorar-interiores/;0.02;0.00;0.73;528000;0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50
decoracion recibidor;17;14;-3;170;0.20;http://planreforma.com/blog/ideas-sencillas-decorar-recibidor/;0.01;0.00;0.17;527000;0.65,0.54,0.54,0.54,0.42,0.65,0.65,0.81,0.81,0.65,0.99,0.99
obras en valencia;12;16;4;50;0.73;http://planreforma.com/presupuesto-reforma-valencia/;0.01;0.00;0.27;28800000;0.56,0.44,0.78,0.44,0.33,0.22,0.99,0.33,0.56,0.22,0.44,0.56
poner puertas correderas;12;11;-1;50;0.44;http://planreforma.com/blog/nos-vamos-de-reformas-puertas-correderas-i/;0.01;0.00;0.50;400000;0.56,0.56,0.43,0.43,0.71,0.99,0.71,0.99,0.71,0.56,0.99,0.99
traviesas jardin;12;11;-1;50;0.34;http://planreforma.com/blog/las-traviesas-de-tren-un-buen-aliado-en-el-diseno-de-jardines/;0.01;0.00;0.32;171000;0.99,0.99,0.99,0.99,0.71,0.99,0.71,0.28,0.43,0.43,0.71,0.56
instalacion ascensor;12;15;3;50;3.39;http://planreforma.com/blog/instalar-un-ascensor-en-una-finca-sin-ascensor-solucion-para-poner-de-acuerdo-a-tu-comunidad-de-vecinos/;0.01;0.03;0.80;377000;0.56,0.71,0.99,0.71,0.28,0.28,0.71,0.71,0.71,0.56,0.56,0.99
reforma baños pequeños;12;17;5;50;1.61;http://planreforma.com/blog/9-consejos-para-ganar-espacio-en-banos-pequenos/;0.01;0.01;0.81;503000;0.56,0.56,0.78,0.44,0.44,0.33,0.33,0.56,0.78,0.44,0.99,0.78
medidas de una silla de ruedas;12;13;1;50;0.45;http://planreforma.com/blog/adaptar-un-piso-o-vivienda-para-discapacitados-en-sillas-de-ruedas/;0.01;0.00;0.24;665000;0.99,0.43,0.99,0.71,0.56,0.28,0.71,0.71,0.99,0.43,0.71,0.99
renovar el baño;12;0;0;50;1.45;http://planreforma.com/blog/7-ideas-para-renovar-tu-bano-sin-pasarte-de-presupuesto/;0.01;0.01;0.77;1200000;0.99,0.43,0.71,0.43,0.43,0.56,0.99,0.56,0.56,0.71,0.71,0.99
reforma piso madrid;12;12;0;50;3.94;http://planreforma.com/blog/presupuesto-reformas-madrid/;0.01;0.03;0.90;1120000;0.36,0.45,0.64,0.27,0.45,0.45,0.45,0.64,0.45,0.36,0.99,0.64
pisos para reformar;13;15;2;70;1.60;http://planreforma.com/blog/consejos-para-reformar-un-piso-de-alquiler/;0.01;0.01;0.75;11400000;0.78,0.56,0.56,0.56,0.78,0.78,0.99,0.78,0.56,0.56,0.99,0.99
reforma tu piso;10;0;0;20;2.13;http://planreforma.com/presupuesto-reforma/;0.01;0.01;0.86;2240000;0.99,0.67,0.33,0.67,0.33,0.67,0.33,0.33,0.67,0.33,0.67,0.67
precios para construir una casa;8;8;0;20;0.43;http://planreforma.com/calculador-obra_nueva/;0.01;0.00;0.77;11900000;0.99,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.33,0.33,0.67,0.33
precios reforma cocina;10;0;0;20;3.01;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.01;0.02;0.91;758000;0.67,0.33,0.33,0.67,0.33,0.33,0.67,0.33,0.99,0.67,0.99,0.99
telas decorativas para paredes;10;9;-1;20;0.09;http://planreforma.com/blog/rodillos-decorativos-para-pintar-paredes-telas-y-madera/;0.01;0.00;0.45;563000;0.25,0.25,0.25,0.50,0.50,0.99,0.99,0.50,0.50,0.50,0.25,0.25
presupuesto amueblar piso;8;0;0;20;0.54;http://planreforma.com/presupuesto-amueblar_piso/;0.01;0.00;0.53;277000;0.67,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.67,0.99
ventana aluminio rotura puente termico;10;10;0;20;0.87;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.01;0.00;0.61;27000;0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.50,0.99,0.99,0.75,0.99
presupuesto reformas barcelona;9;7;-2;20;8.69;http://planreforma.com/blog/opiniones-de-clientes-de-plan-reforma-reforma-integral-del-piso-de-montse-y-francesc-en-barcelona/;0.01;0.07;0.94;590000;0.75,0.75,0.50,0.99,0.75,0.50,0.50,0.50,0.25,0.25,0.25,0.25
puertas para minusvalidos;10;10;0;20;0.28;http://planreforma.com/blog/adaptar-un-piso-o-vivienda-para-discapacitados-en-sillas-de-ruedas/;0.01;0.00;0.55;456000;0.99,0.50,0.50,0.50,0.25,0.25,0.25,0.50,0.75,0.25,0.50,0.50
precio de reformar una cocina;10;0;0;20;2.60;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.01;0.02;0.80;24400000;0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.50,0.50,0.50,0.99,0.99
tarimas exteriores sinteticas;10;10;0;20;0.63;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.01;0.00;0.85;35000;0.20,0.40,0.60,0.99,0.40,0.20,0.20,0.20,0.20,0.40,0.20,0.20
presupuesto reforma de baño;10;0;0;20;2.76;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.01;0.02;0.95;499000;0.99,0.50,0.99,0.99,0.99,0.50,0.50,0.99,0.50,0.50,0.50,0.99
arquitecto interiorista;9;0;0;20;0.00;http://planreforma.com/blog/contratar-a-un-decorador-o-a-un-arquitecto-para-una-reforma-hoy-es-barato/;0.01;0.00;0.59;1050000;0.60,0.20,0.40,0.20,0.99,0.20,0.20,0.40,0.60,0.60,0.40,0.40
de reformas;10;7;-3;20;1.66;http://planreforma.com/calculador-reforma/;0.01;0.01;0.69;51600000;0.60,0.40,0.40,0.40,0.20,0.20,0.40,0.80,0.99,0.20,0.60,0.60
web reformas;9;9;0;20;1.75;http://planreforma.com/;0.01;0.01;0.62;22300000;0.75,0.50,0.50,0.50,0.25,0.25,0.75,0.75,0.50,0.50,0.50,0.99
medida silla de ruedas;10;13;3;20;0.00;http://planreforma.com/blog/adaptar-un-piso-o-vivienda-para-discapacitados-en-sillas-de-ruedas/;0.01;0.00;0.37;570000;0.99,0.99,0.67,0.99,0.67,0.33,0.67,0.67,0.99,0.67,0.67,0.67
reformas en viviendas;8;8;0;20;2.40;http://planreforma.com/;0.01;0.02;0.89;10300000;0.50,0.50,0.99,0.25,0.25,0.50,0.25,0.99,0.50,0.25,0.99,0.50
reformas cocinas precios;10;8;-2;20;1.88;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.01;0.01;0.85;570000;0.20,0.40,0.20,0.20,0.20,0.20,0.60,0.60,0.40,0.60,0.99,0.60
precio cuarto de baño completo;10;9;-1;20;1.00;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.01;0.00;0.66;17400000;0.99,0.75,0.50,0.50,0.50,0.50,0.25,0.50,0.25,0.25,0.75,0.75
medidas de sillas de ruedas para minusvalidos;8;9;1;20;0.53;http://planreforma.com/blog/adaptar-un-piso-o-vivienda-para-discapacitados-en-sillas-de-ruedas/;0.01;0.00;0.74;141000;0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.50,0.25,0.25,0.50,0.99
reforma de baño precio;10;0;0;20;1.55;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.01;0.01;0.79;8750000;0.33,0.11,0.11,0.11,0.22,0.11,0.11,0.11,0.11,0.22,0.44,0.99
tarima sintetica precios;10;8;-2;20;0.00;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.01;0.00;0.60;25000;0.99,0.09,0.18,0.18,0.09,0.09,0.18,0.09,0.09,0.09,0.09,0.09
reforma baño presupuesto;10;9;-1;20;1.57;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.01;0.01;0.88;500000;0.25,0.50,0.50,0.50,0.25,0.25,0.25,0.99,0.75,0.25,0.50,0.25
precios reformas baños;10;11;1;20;1.83;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.01;0.01;0.93;662000;0.28,0.14,0.99,0.28,0.14,0.28,0.14,0.28,0.28,0.28,0.43,0.56
presupuesto cocina nueva;8;10;2;20;1.49;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.01;0.01;0.80;1160000;0.50,0.25,0.50,0.25,0.25,0.25,0.75,0.50,0.50,0.50,0.75,0.99
las mejores ventanas de aluminio;10;9;-1;20;0.50;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.01;0.00;0.75;606000;0.25,0.25,0.25,0.25,0.50,0.50,0.75,0.50,0.99,0.50,0.75,0.99
dimensiones sillas de ruedas;10;9;-1;20;0.45;http://planreforma.com/blog/adaptar-un-piso-o-vivienda-para-discapacitados-en-sillas-de-ruedas/;0.01;0.00;0.66;459000;0.99,0.25,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.75,0.50
presupuesto para reformar una cocina;10;0;0;20;2.29;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.01;0.01;0.82;505000;0.33,0.33,0.99,0.33,0.33,0.33,0.67,0.33,0.33,0.67,0.67,0.67
cortinas jardin;8;7;-1;20;0.07;http://planreforma.com/blog/ideas-para-los-textiles-de-exterior-toldos-cojines-manteles-toldos-cortinas/;0.01;0.00;0.65;1100000;0.40,0.99,0.99,0.99,0.60,0.40,0.40,0.20,0.20,0.20,0.20,0.20
precios reforma baños;9;0;0;20;1.74;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.01;0.01;0.87;662000;0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.20,0.60,0.40,0.99,0.40
precio reforma integral cocina;9;0;0;20;1.92;http://planreforma.com/presupuesto-reforma/;0.01;0.01;0.81;394000;0.50,0.99,0.99,0.99,0.50,0.50,0.50,0.50,0.99,0.99,0.99,0.99
reforma de cocina precio;9;0;0;20;0.70;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.01;0.00;0.85;9810000;0.99,0.99,0.60,0.20,0.20,0.20,0.40,0.20,0.20,0.40,0.40,0.40
ideas para recibidores;15;15;0;110;0.11;http://planreforma.com/blog/ideas-sencillas-decorar-recibidor/;0.01;0.00;0.07;365000;0.79,0.50,0.64,0.64,0.64,0.64,0.99,0.79,0.79,0.64,0.99,0.99
presupuestos de cocinas;15;18;3;110;1.18;http://planreforma.com/blog/presupuestos-de-cocinas/;0.01;0.00;0.92;719000;0.82,0.53,0.65,0.65,0.53,0.53,0.65,0.65,0.65,0.53,0.99,0.99
como reformar una casa;16;17;1;110;1.65;http://planreforma.com/;0.01;0.01;0.69;13600000;0.99,0.43,0.52,0.33,0.33,0.43,0.33,0.43,0.52,0.52,0.52,0.52
reformar piso madrid;12;16;4;40;3.28;http://planreforma.com/blog/presupuesto-reformas-madrid/;0.01;0.02;0.90;698000;0.56,0.56,0.56,0.43,0.28,0.43,0.71,0.71,0.43,0.56,0.99,0.56
escaleras buhardilla;12;14;2;40;0.18;http://planreforma.com/blog/abrir-hueco-para-poner-una-escalera-en-un-atico-o-buhardilla-y-comunicarlo-con-una-terraza/;0.01;0.00;0.78;167000;0.43,0.56,0.28,0.56,0.28,0.56,0.56,0.71,0.71,0.56,0.99,0.71
precio tarima exterior;12;16;4;40;1.21;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.01;0.00;0.84;563000;0.99,0.99,0.99,0.71,0.43,0.43,0.56,0.43,0.28,0.28,0.56,0.43
pedir presupuesto reforma;12;0;0;40;4.58;http://planreforma.com/pedir_presupuestos/;0.01;0.03;0.97;4200000;0.44,0.22,0.33,0.56,0.56,0.33,0.99,0.99,0.33,0.33,0.44,0.11
cabecero de obra;12;12;0;40;0.00;http://planreforma.com/blog/ideas-cabeceros-para-la-cama-ii/;0.01;0.00;0.06;306000;0.80,0.60,0.80,0.80,0.60,0.80,0.99,0.80,0.80,0.80,0.99,0.99
instalar ascensor;12;10;-2;40;3.04;http://planreforma.com/blog/instalar-un-ascensor-en-una-finca-sin-ascensor-solucion-para-poner-de-acuerdo-a-tu-comunidad-de-vecinos/;0.01;0.02;0.87;652000;0.99,0.28,0.28,0.21,0.28,0.14,0.21,0.21,0.21,0.14,0.21,0.21
tipos de grava;12;17;5;40;0.00;http://planreforma.com/blog/las-gravas-dan-mucho-juego-en-tu-jardin/;0.01;0.00;0.02;580000;0.56,0.99,0.99,0.71,0.56,0.43,0.56,0.56,0.43,0.56,0.56,0.43
papel pintado economico;20;20;0;170;0.45;http://planreforma.com/blog/papel-pintado-vs-pintura/;0.01;0.00;0.88;66000;0.99,0.44,0.53,0.44,0.66,0.66,0.53,0.66,0.53,0.34,0.34,0.53
reforma viviendas;5;4;-1;10;1.56;http://planreforma.com/;0.01;0.01;0.82;27900000;0.99,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.99,0.99,0.99,0.99
presupuestos obras online;6;7;1;10;1.96;http://planreforma.com/;0.01;0.01;0.99;603000;0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.99,0.00,0.50,0.50
reforma ventanas;6;6;0;10;0.80;http://planreforma.com/blog/tag/ventanas/;0.01;0.00;0.84;1240000;0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.99,0.50,0.99,0.50
presupuestos y reformas;5;5;0;10;4.45;http://planreforma.com/;0.01;0.03;0.99;12500000;0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99
comedores con sillas de colores;6;0;0;10;0.00;http://planreforma.com/blog/decorar-mesa-comedor-sillas-diferentes/;0.01;0.00;0.60;829000;0.99,0.99,0.99,0.99,0.99,0.00,0.99,0.99,0.99,0.99,0.99,0.99
ventanas de pvc y aluminio;5;3;-2;10;0.53;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.01;0.00;0.69;608000;0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.99,0.99,0.50,0.50,0.50
presupuesto para obras;6;7;1;10;0.00;http://planreforma.com/;0.01;0.00;0.00;49300000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.00
precio de reformas;5;5;0;10;2.47;http://planreforma.com/blog/precio-de-la-reforma-de-un-piso-de-100-m2/;0.01;0.01;0.95;22000000;0.50,0.50,0.99,0.99,0.50,0.50,0.99,0.50,0.99,0.50,0.99,0.99
precio de reformas;6;4;-2;10;2.47;http://planreforma.com/calculador-reforma/;0.01;0.01;0.95;22000000;0.50,0.50,0.99,0.99,0.50,0.50,0.99,0.50,0.99,0.50,0.99,0.99
presupuestos de construccion de casas;6;4;-2;10;1.67;http://planreforma.com/calculador-obra_nueva/;0.01;0.01;0.91;471000;0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50
presupuesto de baños;6;6;0;10;2.31;http://planreforma.com/blog/presupuesto-de-la-reforma-de-un-bano/;0.01;0.01;0.82;7950000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
ventanas aluminio pvc;5;3;-2;10;1.06;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.01;0.00;0.78;685000;0.67,0.67,0.33,0.33,0.33,0.33,0.33,0.99,0.67,0.33,0.67,0.33
empresas reforma;5;6;1;10;0.00;http://planreforma.com/;0.01;0.00;1.00;80200000;0.99,0.99,0.99,0.99,0.00,0.00,0.99,0.99,0.99,0.99,0.99,0.99
presupuestos para casas;6;6;0;10;1.48;http://planreforma.com/calculador-obra_nueva/;0.01;0.01;0.86;8460000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.00,0.99,0.99,0.99
informe tecnico arquitecto;6;7;1;10;0.00;http://planreforma.com/blog/presupuestos-de-arquitectos-de-informe-tecnico-certificado-tecnico-e-dictamen-pericial-de-un-arquitecto/;0.01;0.00;0.17;49000;0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.99
coste construccion chalet;5;5;0;10;0.64;http://planreforma.com/blog/cuanto-cuesta-construir-la-casa-de-tus-suenos/;0.01;0.00;0.81;77000;0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.99,0.50
comedor con sillas de colores;6;0;0;10;0.00;http://planreforma.com/blog/decorar-mesa-comedor-sillas-diferentes/;0.01;0.00;0.70;518000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
ventanas pvc y aluminio;5;5;0;10;0.52;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.01;0.00;0.73;572000;0.50,0.50,0.99,0.50,0.99,0.50,0.99,0.50,0.50,0.99,0.50,0.50
