Keyword,Position,"Previous Position","Search Volume",CPC,Url,"Traffic (%)","Traffic Cost (%)",Competition,"Number of Results",Trends,Timestamp,geo
"reformas segovia",7,7,10,0.69,http://www.hazmeprecio.com/empresas/reformas/segovia,0.02,0.01,0.26,906000,"0.20,0.20,0.20,0.40,0.20,0.20,0.40,0.20,0.20,0.20,0.40,0.99",1428356598,
"presupuestos para casas",7,8,10,1.48,http://www.hazmeprecio.com/presupuesto/construccion-casa,0.02,0.02,0.86,8460000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.00,0.99,0.99,0.99",1428256416,
"reforma online",7,8,10,2.17,http://www.hazmeprecio.com/,0.02,0.03,0.59,26600000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428841786,
"pergolas de madera tenerife",7,6,10,1.97,http://www.hazmeprecio.com/presupuesto/pergolas-de-madera/tenerife,0.02,0.03,0.62,72000,"0.33,0.33,0.33,0.33,0.67,0.99,0.33,0.33,0.67,0.33,0.67,0.33",1428218882,
"armarios a medida tarragona",7,7,10,0.69,http://www.hazmeprecio.com/presupuesto/armarios-a-medida/tarragona,0.02,0.01,0.86,392000,"0.99,0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.99,0.50,0.99,0.50",1428674969,
"coste construccion chalet",7,7,10,0.64,http://www.hazmeprecio.com/presupuesto/construir-chalet,0.02,0.01,0.81,77000,"0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.99,0.50",1428247745,
"cambio de persianas",7,7,10,0.69,http://www.hazmeprecio.com/presupuesto/cambiar-persianas,0.02,0.01,0.87,776000,"0.33,0.33,0.33,0.67,0.67,0.67,0.99,0.99,0.33,0.33,0.33,0.33",1428360460,
"suelos microcemento precio",7,6,10,1.88,http://www.hazmeprecio.com/presupuesto/colocacion-microcemento,0.02,0.03,1.00,93000,"0.99,0.33,0.67,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33",1428832291,
"precio de cristal templado",7,0,10,0.14,http://www.hazmeprecio.com/presupuesto/cristal-templado,0.02,0.00,0.82,736000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428750553,
"instalación de aire acondicionado precio",7,0,10,0.14,http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado,0.02,0.00,0.95,842000,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50",1428115212,
"precios de instalacion de aire acondicionado",7,0,10,2.49,http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado,0.02,0.04,0.89,739000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428727896,
"presupuestos parquet",7,7,10,1.47,http://www.hazmeprecio.com/presupuesto/poner-parquet,0.02,0.02,0.87,381000,"0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50",1428684093,
"precio m2 parquet",12,10,30,0.72,http://www.hazmeprecio.com/presupuesto/parquet,0.02,0.01,0.84,6020000,"0.75,0.50,0.75,0.75,0.50,0.99,0.99,0.99,0.75,0.75,0.75,0.99",1428170253,
"hormigon impreso en alicante",12,19,30,3.41,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/alicante,0.02,0.05,0.68,114000,"0.20,0.99,0.80,0.20,0.40,0.20,0.99,0.99,0.80,0.20,0.20,0.20",1428673404,
"catering algeciras",12,13,30,0.02,http://www.hazmeprecio.com/presupuesto/catering/cadiz/algeciras,0.02,0.00,0.16,161000,"0.50,0.75,0.50,0.50,0.75,0.50,0.75,0.99,0.75,0.50,0.25,0.99",1428092559,
"estanterias a medida online",12,0,30,0.45,http://www.hazmeprecio.com/presupuesto/muebles-a-medida,0.02,0.00,0.93,482000,"0.71,0.28,0.43,0.14,0.28,0.99,0.56,0.28,0.28,0.14,0.28,0.43",1428289746,
"precios de construccion por m2",12,0,30,0.71,http://www.hazmeprecio.com/presupuesto/construccion-vivienda-unifamiliar,0.02,0.01,0.60,661000,"0.60,0.60,0.60,0.99,0.60,0.20,0.60,0.40,0.40,0.40,0.99,0.80",1428443020,
"vallar un terreno",12,12,30,0.00,http://www.hazmeprecio.com/presupuesto/vallar-parcela,0.02,0.00,0.22,69000,"0.99,0.25,0.75,0.75,0.50,0.75,0.75,0.50,0.75,0.75,0.50,0.50",1428836521,
"cuanto cuesta mudanza",12,10,30,2.22,http://www.hazmeprecio.com/presupuesto/mudanza,0.02,0.03,0.84,106000,"0.50,0.50,0.25,0.75,0.99,0.75,0.75,0.50,0.99,0.75,0.99,0.99",1428754913,
"microcemento tenerife",12,11,30,1.35,http://www.hazmeprecio.com/presupuesto/microcemento/tenerife,0.02,0.02,0.78,102000,"0.60,0.80,0.99,0.60,0.60,0.60,0.60,0.60,0.60,0.40,0.20,0.99",1428457885,
"precio reforma cocina y baño",12,0,30,2.29,http://www.hazmeprecio.com/presupuesto/reforma-cocina-y-baño,0.02,0.03,0.87,708000,"0.60,0.40,0.80,0.60,0.60,0.60,0.40,0.40,0.20,0.40,0.99,0.60",1428601712,
"precios albañileria",12,12,30,1.19,http://www.hazmeprecio.com/presupuesto/albañileria,0.02,0.01,0.79,442000,"0.80,0.60,0.80,0.40,0.80,0.40,0.40,0.99,0.80,0.20,0.60,0.60",1428462077,
"cerramientos de fincas rusticas",12,11,30,1.10,http://www.hazmeprecio.com/presupuesto/vallar-finca,0.02,0.01,0.63,85000,"0.60,0.60,0.40,0.80,0.60,0.99,0.60,0.40,0.40,0.20,0.40,0.40",1428836951,
"suelo hormigon pulido precio",12,11,30,2.22,http://www.hazmeprecio.com/presupuesto/hormigon-pulido,0.02,0.03,0.89,40000,"0.40,0.40,0.40,0.60,0.40,0.40,0.60,0.80,0.80,0.80,0.80,0.99",1428356122,
"franquicias algeciras",12,19,30,0.00,http://www.hazmeprecio.com/presupuesto/franquicias/cadiz/algeciras,0.02,0.00,0.32,110000,"0.80,0.40,0.40,0.80,0.40,0.00,0.20,0.99,0.20,0.80,0.80,0.40",1428601775,
"empresas de reformas en tenerife",12,0,30,1.80,http://www.hazmeprecio.com/empresas/reformas/tenerife,0.02,0.02,0.89,477000,"0.99,0.40,0.60,0.60,0.80,0.40,0.60,0.80,0.99,0.60,0.40,0.40",1428775047,
"precio canalones",12,12,30,0.21,http://www.hazmeprecio.com/presupuesto/instalacion-canalones,0.02,0.00,1.00,342000,"0.43,0.28,0.43,0.28,0.56,0.28,0.56,0.99,0.56,0.43,0.56,0.43",1428462600,
"armarios vigo",12,11,30,0.07,http://www.hazmeprecio.com/presupuesto/armarios-empotrados/pontevedra/vigo,0.02,0.00,0.59,417000,"0.60,0.60,0.40,0.80,0.60,0.40,0.60,0.60,0.99,0.60,0.60,0.80",1428611101,
"pladur hidrofugo precio",12,15,30,0.00,http://www.hazmeprecio.com/presupuesto/pladur/vizcaya,0.02,0.00,0.16,9000,"0.50,0.75,0.75,0.99,0.99,0.50,0.75,0.50,0.50,0.75,0.75,0.99",1428154657,
"presupuesto acuchillar parquet",12,10,30,1.27,http://www.hazmeprecio.com/presupuesto/acuchillar-parquet,0.02,0.02,0.80,55000,"0.75,0.99,0.75,0.75,0.99,0.75,0.50,0.99,0.50,0.25,0.50,0.75",1428391073,
"pergolas tenerife",12,10,30,0.30,http://www.hazmeprecio.com/presupuesto/pergolas-de-madera/tenerife,0.02,0.00,0.52,127000,"0.80,0.60,0.40,0.80,0.80,0.99,0.40,0.99,0.80,0.40,0.60,0.60",1428169593,
"presupuesto reformas integrales",12,12,30,3.14,http://www.hazmeprecio.com/presupuesto/reforma-integral,0.02,0.05,0.80,463000,"0.40,0.20,0.80,0.99,0.60,0.60,0.60,0.80,0.60,0.60,0.40,0.60",1428543339,
"cerramientos cantabria",12,8,30,0.00,http://www.hazmeprecio.com/presupuesto/cerramientos/cantabria,0.02,0.00,0.42,340000,"0.99,0.80,0.60,0.80,0.80,0.20,0.99,0.80,0.40,0.40,0.60,0.40",1428409428,
"pavimento impreso alicante",12,14,30,0.85,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/alicante,0.02,0.01,1.00,211000,"0.14,0.21,0.36,0.14,0.07,0.07,0.14,0.14,0.21,0.07,0.99,0.07",1428593362,
"elecnor gas natural",12,18,30,0.60,http://www.hazmeprecio.com/empresa/elecnor,0.02,0.00,0.24,62000,"0.75,0.50,0.99,0.75,0.75,0.50,0.75,0.75,0.99,0.75,0.75,0.99",1428323430,
"como vestir un armario por dentro",12,12,30,0.00,http://www.hazmeprecio.com/presupuesto/vestir-armarios,0.02,0.00,0.12,509000,"0.75,0.50,0.75,0.25,0.25,0.75,0.99,0.99,0.50,0.50,0.75,0.50",1428140804,
"precio rotulos",12,0,30,0.56,http://www.hazmeprecio.com/presupuesto/rotulo-para-local,0.02,0.00,0.91,462000,"0.67,0.99,0.99,0.99,0.67,0.33,0.99,0.99,0.99,0.99,0.99,0.99",1428154811,
"cuba de hormigon",12,0,30,0.00,http://www.hazmeprecio.com/presupuesto/hormigon,0.02,0.00,0.13,447000,"0.75,0.50,0.75,0.75,0.99,0.50,0.99,0.75,0.99,0.50,0.75,0.99",1428845777,
"colocacion de canalones",12,0,30,0.06,http://www.hazmeprecio.com/presupuesto/instalacion-canalones,0.02,0.00,0.47,234000,"0.14,0.43,0.56,0.14,0.43,0.56,0.71,0.43,0.99,0.43,0.43,0.43",1428198987,
"presupuesto cambiar bañera por plato ducha",12,14,30,2.23,http://www.hazmeprecio.com/presupuesto/cambiar-bañera-por-ducha,0.02,0.03,0.88,107000,"0.99,0.43,0.43,0.14,0.56,0.56,0.43,0.14,0.43,0.14,0.43,0.71",1428577870,
"armarios a medida asturias",12,14,30,0.39,http://www.hazmeprecio.com/presupuesto/armarios-a-medida/asturias,0.02,0.00,0.77,435000,"0.80,0.40,0.99,0.40,0.20,0.40,0.60,0.99,0.80,0.40,0.60,0.40",1428675166,
"canalon aluminio precio",13,0,40,1.37,http://www.hazmeprecio.com/presupuesto/instalacion-canalones,0.02,0.02,0.73,37000,"0.56,0.43,0.28,0.56,0.71,0.99,0.71,0.56,0.43,0.14,0.56,0.71",1428242854,
"puertas pvc exteriores precios",13,17,40,0.65,http://www.hazmeprecio.com/presupuesto/puertas-pvc,0.02,0.00,0.82,406000,"0.28,0.28,0.71,0.43,0.71,0.28,0.56,0.28,0.71,0.56,0.99,0.43",1428559394,
"boletin de badajoz",13,13,40,0.00,http://www.hazmeprecio.com/presupuesto/boletin-electrico/badajoz,0.02,0.00,0.00,1070000,"0.99,0.99,0.43,0.56,0.28,0.28,0.43,0.56,0.43,0.56,0.71,0.71",1428486451,
"acuchillar tarima",13,14,40,2.92,http://www.hazmeprecio.com/presupuesto/acuchillar-tarima,0.02,0.04,0.89,66000,"0.71,0.43,0.56,0.56,0.56,0.43,0.56,0.43,0.56,0.99,0.71,0.43",1428684353,
"puertas acorazadas en valencia",13,14,40,0.77,http://www.hazmeprecio.com/presupuesto/puertas-blindadas/valencia,0.02,0.01,0.76,81000,"0.43,0.14,0.43,0.99,0.28,0.28,0.28,0.56,0.99,0.99,0.56,0.28",1428429454,
"carpinteria de aluminio en madrid",17,15,90,1.83,http://www.hazmeprecio.com/empresas/carpinteria-de-aluminio/madrid/madrid,0.02,0.02,0.70,450000,"0.53,0.65,0.28,0.24,0.41,0.18,0.53,0.99,0.41,0.28,0.41,0.53",1428774381,
"puertas cortafuegos roper",13,12,40,0.64,http://www.hazmeprecio.com/presupuesto/puertas-cortafuegos,0.02,0.00,0.77,4000,"0.43,0.43,0.43,0.43,0.14,0.14,0.71,0.56,0.71,0.71,0.99,0.71",1428722002,
"hormigon impreso barato",13,0,40,1.47,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/barcelona,0.02,0.02,0.92,103000,"0.99,0.71,0.71,0.99,0.56,0.56,0.56,0.56,0.28,0.14,0.43,0.28",1428218734,
"hormigon impreso vizcaya",13,17,40,0.00,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/vizcaya,0.02,0.00,0.78,55000,"0.44,0.56,0.56,0.22,0.44,0.33,0.99,0.78,0.22,0.22,0.56,0.22",1428630068,
"precio velux",17,17,90,0.42,http://www.hazmeprecio.com/presupuesto/ventanas-velux,0.02,0.00,0.54,242000,"0.78,0.99,0.99,0.78,0.78,0.99,0.99,0.99,0.99,0.56,0.78,0.99",1428309177,
"uralita transparente precio",13,14,40,0.28,http://www.hazmeprecio.com/presupuesto/uralita,0.02,0.00,0.71,18000,"0.33,0.11,0.22,0.33,0.56,0.56,0.99,0.78,0.99,0.11,0.11,0.11",1428209237,
"pladur asturias",13,0,40,0.23,http://www.hazmeprecio.com/empresas/pladur/asturias/gijon,0.02,0.00,0.10,411000,"0.99,0.80,0.20,0.40,0.80,0.60,0.40,0.80,0.99,0.80,0.99,0.80",1428668897,
"empresas de reformas en leon",13,0,40,1.64,http://www.hazmeprecio.com/empresas/reformas-construccion/leon,0.02,0.02,0.91,484000,"0.28,0.99,0.56,0.71,0.56,0.43,0.56,0.14,0.43,0.28,0.71,0.43",1428269508,
"marmoles eusebio",13,0,40,0.00,http://www.hazmeprecio.com/empresa/marmoles-y-granitos-eusebio,0.02,0.00,0.25,23000,"0.71,0.28,0.43,0.28,0.56,0.56,0.71,0.43,0.71,0.71,0.99,0.71",1428149776,
"ventanas de aluminio en granada",13,9,40,0.97,http://www.hazmeprecio.com/presupuesto/ventanas-aluminio/granada,0.02,0.01,0.95,503000,"0.56,0.22,0.44,0.33,0.22,0.22,0.44,0.44,0.78,0.22,0.99,0.78",1428568594,
"fontaneros en almeria",17,19,90,4.05,http://www.hazmeprecio.com/presupuesto/fontaneros/almeria/almeria,0.02,0.06,0.75,478000,"0.99,0.99,0.35,0.42,0.35,0.27,0.12,0.15,0.27,0.15,0.15,0.15",1428323197,
"puertas para pisos",13,0,40,0.25,http://www.hazmeprecio.com/presupuesto/cambiar-puertas,0.02,0.00,0.66,21200000,"0.44,0.56,0.33,0.44,0.33,0.44,0.33,0.33,0.56,0.33,0.56,0.99",1428845925,
"parquet barato barcelona",17,16,90,1.47,http://www.hazmeprecio.com/barcelona/colocar-parquet-economico,0.02,0.02,0.89,260000,"0.53,0.53,0.65,0.82,0.53,0.28,0.28,0.28,0.41,0.65,0.82,0.99",1428750298,
"vestidores de pladur",13,12,40,0.66,http://www.hazmeprecio.com/toledo/presupuesto-hacer-un-vestidor-de-pladur-solo-las-paredes,0.02,0.00,0.17,120000,"0.99,0.60,0.99,0.60,0.99,0.80,0.99,0.99,0.80,0.80,0.99,0.80",1428323321,
"presupuesto cuarto de baño",13,16,40,1.17,http://www.hazmeprecio.com/presupuesto/construir-cuarto-de-baño,0.02,0.01,0.89,689000,"0.56,0.56,0.56,0.43,0.14,0.43,0.56,0.56,0.71,0.43,0.56,0.99",1428203197,
"carpinteria metalica burgos",14,0,50,0.96,http://www.hazmeprecio.com/presupuesto/carpinteria-metalica/burgos,0.02,0.01,0.32,107000,"0.56,0.43,0.56,0.43,0.71,0.28,0.71,0.71,0.71,0.71,0.71,0.99",1428361175,
"presupuesto baño completo",16,0,70,1.54,http://www.hazmeprecio.com/presupuesto/reforma-baño,0.02,0.02,0.85,727000,"0.64,0.45,0.45,0.45,0.45,0.45,0.82,0.82,0.99,0.36,0.82,0.99",1428663906,
"toldos cofre precios",14,16,50,0.73,http://www.hazmeprecio.com/presupuesto/toldo-cofre,0.02,0.01,0.91,60000,"0.64,0.64,0.99,0.82,0.36,0.18,0.18,0.27,0.18,0.18,0.36,0.27",1428814186,
"placas solares murcia",16,18,70,1.00,http://www.hazmeprecio.com/presupuesto/instalacion-placas-solares/murcia,0.02,0.01,0.95,347000,"0.99,0.45,0.64,0.82,0.99,0.64,0.82,0.64,0.64,0.36,0.64,0.36",1428765528,
"contenedores de obra precios",16,0,70,1.50,http://www.hazmeprecio.com/presupuesto/alquiler-de-contenedores,0.02,0.02,0.92,465000,"0.99,0.78,0.33,0.99,0.78,0.99,0.78,0.99,0.78,0.56,0.78,0.78",1428745744,
"armarios empotrados gijon",15,15,70,0.71,http://www.hazmeprecio.com/presupuesto/armarios-empotrados/asturias/gijon,0.02,0.01,0.75,96000,"0.64,0.45,0.36,0.18,0.64,0.45,0.45,0.99,0.82,0.27,0.82,0.64",1428269549,
"precio mortero monocapa",15,18,70,1.32,http://www.hazmeprecio.com/presupuesto/revestimiento-monocapa,0.02,0.01,0.53,84000,"0.56,0.56,0.99,0.99,0.99,0.99,0.78,0.99,0.78,0.56,0.78,0.78",1428533312,
"presupuesto pintores",14,15,50,2.08,http://www.hazmeprecio.com/presupuesto/pintores,0.02,0.03,0.77,504000,"0.28,0.21,0.28,0.50,0.99,0.50,0.14,0.28,0.28,0.36,0.50,0.36",1428083886,
"puertas correderas valencia",14,19,50,0.87,http://www.hazmeprecio.com/presupuesto/puertas-correderas/valencia,0.02,0.01,0.82,406000,"0.64,0.36,0.64,0.45,0.36,0.18,0.27,0.45,0.64,0.45,0.82,0.99",1428371677,
"fermax 3311",16,15,70,0.16,http://www.hazmeprecio.com/valencia/presupuesto-instalacion-monitor-videoportero-fermax-ref-3311,0.02,0.00,0.45,4000,"0.64,0.45,0.64,0.36,0.99,0.27,0.82,0.64,0.45,0.36,0.45,0.45",1428779024,
"tarima flotante malaga",16,16,70,0.99,http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante/malaga,0.02,0.01,0.81,194000,"0.99,0.50,0.50,0.64,0.28,0.50,0.64,0.64,0.36,0.36,0.50,0.64",1428318767,
"presupuestos reformas integrales",14,12,50,3.37,http://www.hazmeprecio.com/presupuesto/reforma-integral,0.02,0.04,0.95,410000,"0.43,0.43,0.43,0.56,0.28,0.56,0.99,0.99,0.99,0.71,0.71,0.71",1428500398,
"hormigon impreso albacete",15,18,70,2.49,http://www.hazmeprecio.com/empresas/hormigon-impreso/albacete,0.02,0.03,0.61,59000,"0.82,0.36,0.36,0.45,0.36,0.36,0.64,0.99,0.64,0.36,0.64,0.64",1428386567,
"bloques de hormigon precios",16,16,70,0.30,http://www.hazmeprecio.com/presupuesto/bloques-de-hormigon,0.02,0.00,0.27,227000,"0.50,0.36,0.64,0.99,0.21,0.36,0.36,0.28,0.21,0.50,0.50,0.36",1428754677,
"persianas aluminio precios",14,18,50,1.22,http://www.hazmeprecio.com/presupuesto/persianas-de-aluminio,0.02,0.01,1.00,587000,"0.27,0.09,0.45,0.64,0.45,0.09,0.09,0.18,0.36,0.64,0.99,0.82",1428692575,
"gestorias en burgos",14,16,50,0.54,http://www.hazmeprecio.com/presupuesto/gestorias/burgos,0.02,0.00,0.56,86000,"0.56,0.56,0.99,0.56,0.56,0.56,0.56,0.56,0.44,0.56,0.56,0.56",1428187919,
"gas natural ourense",16,19,70,0.95,http://www.hazmeprecio.com/presupuesto/instalacion-gas-natural/ourense,0.02,0.01,0.20,448000,"0.78,0.56,0.78,0.56,0.56,0.56,0.78,0.78,0.78,0.56,0.99,0.78",1428846188,
"presupuesto calefaccion",14,13,50,5.11,http://www.hazmeprecio.com/presupuesto/instalacion-calefaccion,0.02,0.07,0.84,495000,"0.27,0.27,0.18,0.18,0.18,0.27,0.36,0.64,0.99,0.99,0.82,0.82",1428329563,
"pladur con aislante",15,16,70,0.80,http://www.hazmeprecio.com/presupuesto/pladur-aislante,0.02,0.01,0.31,338000,"0.36,0.21,0.28,0.36,0.28,0.21,0.36,0.50,0.79,0.64,0.99,0.99",1428717375,
"precio barandilla acero inoxidable",14,18,50,0.39,http://www.hazmeprecio.com/presupuesto/barandilla,0.02,0.00,0.62,155000,"0.28,0.56,0.99,0.99,0.56,0.28,0.56,0.99,0.71,0.71,0.99,0.99",1428415380,
"parquet girona",14,11,50,0.41,http://www.hazmeprecio.com/presupuesto/instaladores-de-parquet/girona,0.02,0.00,0.65,496000,"0.99,0.71,0.99,0.56,0.71,0.71,0.56,0.56,0.99,0.71,0.99,0.71",1428679420,
"cucarachas sevilla",14,16,50,1.90,http://www.hazmeprecio.com/presupuesto/eliminar-plaga-cucarachas/sevilla,0.02,0.02,0.72,170000,"0.33,0.33,0.99,0.78,0.56,0.56,0.78,0.56,0.33,0.22,0.11,0.78",1428420517,
"puertas en villacañas",14,19,50,0.27,http://www.hazmeprecio.com/empresas/puertas/toledo/villacañas,0.02,0.00,0.90,153000,"0.56,0.43,0.56,0.71,0.28,0.56,0.56,0.99,0.71,0.71,0.71,0.71",1428615590,
"gestorias en gijon",16,16,70,1.24,http://www.hazmeprecio.com/presupuesto/gestorias/asturias/gijon,0.02,0.01,0.84,13000,"0.78,0.78,0.78,0.99,0.78,0.78,0.99,0.56,0.78,0.78,0.78,0.78",1428673307,
"mosquiteras enrollables precios",15,12,70,0.45,http://www.hazmeprecio.com/presupuesto/mosquiteras-enrollables,0.02,0.00,0.94,69000,"0.65,0.99,0.82,0.65,0.41,0.65,0.12,0.06,0.06,0.06,0.06,0.06",1428823287,
"taxi furgoneta madrid",16,0,70,1.27,http://www.hazmeprecio.com/empresa/taxi-furgoneta,0.02,0.01,0.82,214000,"0.45,0.45,0.45,0.64,0.99,0.64,0.64,0.36,0.64,0.64,0.45,0.36",1428174840,
"climalit precios",16,0,70,0.67,http://www.hazmeprecio.com/presupuesto/pvc-climalit,0.02,0.00,0.68,380000,"0.99,0.99,0.99,0.78,0.22,0.44,0.44,0.56,0.56,0.78,0.99,0.78",1428673019,
"climalit precios",15,0,70,0.67,http://www.hazmeprecio.com/presupuesto/puertas-climalit,0.02,0.00,0.68,380000,"0.99,0.99,0.99,0.78,0.22,0.44,0.44,0.56,0.56,0.78,0.99,0.78",1428673019,
"extintores las palmas",16,16,70,0.67,http://www.hazmeprecio.com/presupuesto/extintores/las-palmas,0.02,0.00,0.25,305000,"0.56,0.56,0.44,0.56,0.33,0.44,0.56,0.99,0.78,0.78,0.78,0.99",1428296228,
"instaladores electricos autorizados",14,20,50,2.02,http://www.hazmeprecio.com/empresas/instaladores-electricos-autorizados/murcia,0.02,0.02,0.84,102000,"0.56,0.99,0.99,0.71,0.99,0.14,0.43,0.56,0.71,0.56,0.99,0.99",1428429544,
"catering valencia precios",15,19,70,0.43,http://www.hazmeprecio.com/presupuesto/catering/valencia,0.02,0.00,0.76,455000,"0.50,0.99,0.99,0.50,0.28,0.21,0.36,0.36,0.50,0.64,0.28,0.21",1428256758,
"precios de puertas de aluminio",16,15,70,0.83,http://www.hazmeprecio.com/presupuesto/puertas-aluminio,0.02,0.01,0.95,1100000,"0.99,0.56,0.44,0.56,0.56,0.56,0.78,0.78,0.78,0.78,0.78,0.78",1428828225,
"presupuesto ascensor",14,12,50,3.45,http://www.hazmeprecio.com/presupuesto/instalacion-ascensor,0.02,0.04,0.90,599000,"0.43,0.56,0.99,0.71,0.43,0.28,0.56,0.71,0.71,0.71,0.99,0.99",1428405313,
"cuanto cuesta un extintor",14,15,50,0.63,http://www.hazmeprecio.com/presupuesto/revision-extintores,0.02,0.00,0.52,24000,"0.99,0.71,0.71,0.71,0.71,0.28,0.43,0.56,0.71,0.99,0.71,0.99",1428347518,
"artens suelo laminado",14,13,50,0.95,http://www.hazmeprecio.com/sevilla/instalacion-suelo-laminado-ac4-artens-y-rodapies,0.02,0.01,0.59,1000,"0.14,0.21,0.14,0.50,0.28,0.21,0.21,0.36,0.28,0.50,0.50,0.99",1428674885,
"cortinas velux baratas",16,0,70,0.90,http://www.hazmeprecio.com/presupuesto/velux,0.02,0.01,0.91,5000,"0.99,0.56,0.78,0.99,0.99,0.78,0.99,0.78,0.56,0.33,0.56,0.56",1428759515,
"presupuesto piscina de obra",16,0,70,1.65,http://www.hazmeprecio.com/presupuesto/piscina-de-obra,0.02,0.02,0.88,607000,"0.24,0.28,0.18,0.41,0.65,0.99,0.53,0.28,0.28,0.24,0.18,0.06",1428318855,
"cambiar puertas de casa",18,19,110,0.26,http://www.hazmeprecio.com/presupuesto/cambiar-puertas,0.01,0.00,0.65,13200000,"0.99,0.67,0.67,0.10,0.19,0.67,0.67,0.52,0.81,0.81,0.67,0.33",1428547608,
"boletin electrico madrid",20,0,110,7.86,http://www.hazmeprecio.com/presupuesto/boletin-electrico/madrid,0.01,0.10,0.93,51000,"0.99,0.79,0.99,0.99,0.79,0.64,0.79,0.79,0.50,0.64,0.79,0.99",1428274590,
"precio m2 hormigon impreso",18,15,110,1.24,http://www.hazmeprecio.com/presupuesto/hormigon-pulido,0.01,0.01,0.60,88000,"0.99,0.64,0.50,0.79,0.79,0.50,0.64,0.79,0.64,0.64,0.79,0.79",1428836500,
"puertas proma precios",20,18,110,0.24,http://www.hazmeprecio.com/presupuesto/puertas-de-interior/barcelona/gava,0.01,0.00,0.69,5000,"0.43,0.81,0.67,0.24,0.14,0.43,0.52,0.43,0.33,0.52,0.81,0.99",1428716819,
"reforma integral valencia",19,0,110,1.19,http://www.hazmeprecio.com/presupuesto/reforma-integral-piso/valencia,0.01,0.01,0.59,471000,"0.27,0.35,0.54,0.65,0.65,0.19,0.19,0.12,0.99,0.42,0.42,0.35",1428578107,
"pladur malaga",19,0,110,0.97,http://www.hazmeprecio.com/presupuesto/pladur/malaga,0.01,0.01,0.30,336000,"0.54,0.27,0.27,0.19,0.27,0.35,0.42,0.99,0.54,0.35,0.54,0.42",1428352139,
"extintores en barcelona",19,18,110,2.66,http://www.hazmeprecio.com/presupuesto/extintores/barcelona,0.01,0.03,0.94,388000,"0.13,0.18,0.13,0.13,0.13,0.28,0.99,0.54,0.23,0.18,0.18,0.10",1428154800,
"porcelanosa alcorcon",20,0,110,0.00,http://www.hazmeprecio.com/empresas/porcelanosa/madrid/alcorcon,0.01,0.00,0.00,4000,"0.79,0.79,0.64,0.64,0.64,0.64,0.99,0.99,0.99,0.99,0.99,0.99",1428823335,
"tarima sintetica exterior precio",19,19,110,1.13,http://www.hazmeprecio.com/presupuesto/tarima-sintetica,0.01,0.01,0.75,28000,"0.50,0.36,0.79,0.99,0.99,0.99,0.99,0.79,0.64,0.36,0.79,0.64",1428611177,
"precio reforma integral baño",8,0,10,3.35,http://www.hazmeprecio.com/presupuesto/reforma-integral-baño,0.01,0.04,0.98,356000,"0.50,0.50,0.99,0.50,0.99,0.50,0.99,0.50,0.50,0.50,0.50,0.99",1428792580,
"silestone venezuela",10,10,10,0.00,http://www.hazmeprecio.com/presupuesto/encimera-silestone/venezuela,0.01,0.00,0.00,136000,"0.99,0.99,0.00,0.00,0.99,0.00,0.99,0.99,0.00,0.00,0.99,0.00",1428429493,
"precios del microcemento",8,0,10,1.55,http://www.hazmeprecio.com/presupuesto/colocacion-microcemento,0.01,0.01,0.94,327000,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50",1428409017,
"presupuesto para una casa",9,9,10,0.39,http://www.hazmeprecio.com/presupuesto/construccion-casa,0.01,0.00,0.67,40200000,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.00,0.50,0.50,0.99",1428155048,
"ventanas pvc climalit",9,7,10,0.75,http://www.hazmeprecio.com/presupuesto/ventanas-climalit,0.01,0.00,0.81,338000,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.67,0.33,0.99,0.67",1428836792,
"presupuestos y reformas",10,11,10,4.45,http://www.hazmeprecio.com/,0.01,0.05,0.99,12500000,"0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99",1428269990,
"pergolas techadas",10,10,10,0.00,http://www.hazmeprecio.com/presupuesto/pergolas-de-madera,0.01,0.00,0.95,185000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428156695,
