Keyword,Position,"Previous Position","Search Volume",CPC,Url,"Traffic (%)","Traffic Cost (%)",Competition,"Number of Results",Trends,Timestamp,geo
"puertas online precio",16,0,10,0.56,http://www.hazmeprecio.com/presupuesto/puertas-de-interior,0.00,0.00,0.96,588000,"0.67,0.99,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.67",1428732187,
"ventanas de aluminio precios madrid",15,0,10,0.97,http://www.hazmeprecio.com/PRESUPUESTO/ventanas-aluminio/madrid,0.00,0.00,0.85,447000,"0.99,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50",1428543259,
"presupuesto mudanza online",15,15,10,5.51,http://www.hazmeprecio.com/presupuesto/mudanza,0.00,0.01,0.96,220000,"0.67,0.33,0.67,0.33,0.33,0.33,0.99,0.67,0.33,0.67,0.33,0.33",1428761648,
"presupuestos pintores madrid",16,16,10,2.61,http://www.hazmeprecio.com/presupuesto/pintores/madrid,0.00,0.00,0.73,391000,"0.67,0.67,0.33,0.33,0.33,0.99,0.99,0.33,0.33,0.33,0.33,0.33",1428692631,
"precio ventanas aluminio blanco",15,15,10,0.26,http://www.hazmeprecio.com/presupuesto/ventanas-aluminio,0.00,0.00,1.00,577000,"0.50,0.50,0.50,0.50,0.99,0.99,0.99,0.50,0.50,0.50,0.50,0.50",1428223470,
"precios bloques hormigon",16,17,10,0.01,http://www.hazmeprecio.com/presupuesto/bloques-de-hormigon,0.00,0.00,0.44,236000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428110332,
"fotos de barbacoas hechas de obra",16,0,10,0.00,http://www.hazmeprecio.com/presupuesto/barbacoa-de-obra,0.00,0.00,0.10,65000,"0.33,0.67,0.67,0.33,0.67,0.67,0.33,0.33,0.99,0.33,0.33,0.33",1428256540,
"presupuesto mudanzas online",15,0,10,6.21,http://www.hazmeprecio.com/presupuesto/mudanza,0.00,0.01,1.00,419000,"0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50",1428803789,
"velux online",16,17,10,0.64,http://www.hazmeprecio.com/presupuesto/ventanas-velux,0.00,0.00,0.41,1020000,"0.50,0.50,0.99,0.99,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50",1428688603,
"precio encimera de silestone",16,15,10,0.41,http://www.hazmeprecio.com/presupuesto/encimera-silestone,0.00,0.00,0.69,151000,"0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.50",1428188173,
"presupuestos de reformas de casas",15,15,10,1.56,http://www.hazmeprecio.com/presupuesto/reforma-casa,0.00,0.00,1.00,12100000,"0.99,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.20,0.20",1428732541,
"cuanto cuesta cesped artificial",15,14,10,2.41,http://www.hazmeprecio.com/presupuesto/cesped-artificial,0.00,0.00,0.85,11000,"0.33,0.33,0.33,0.99,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.33",1428222782,
"motorizar una persiana",15,0,10,0.64,http://www.hazmeprecio.com/presupuesto/motorizar-persiana,0.00,0.00,0.86,41000,"0.99,0.50,0.50,0.50,0.99,0.50,0.99,0.50,0.99,0.50,0.99,0.99",1428683824,
"precio ventana aluminio blanco",15,0,10,1.23,http://www.hazmeprecio.com/presupuesto/ventanas-aluminio,0.00,0.00,0.75,498000,"0.50,0.99,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",1428506792,
"velux ggl 304",15,7,10,0.76,http://www.hazmeprecio.com/madrid/2-persianas-exterior-para-ventana-velux-modelo-ggl-304-con-c,0.00,0.00,0.49,77000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428828022,
"construcciones de chalets",16,0,10,0.00,http://www.hazmeprecio.com/presupuesto/construir-chalet,0.00,0.00,0.80,17700000,"0.99,0.50,0.50,0.99,0.99,0.50,0.99,0.50,0.50,0.50,0.50,0.50",1428620024,
"precio bloque cemento",16,15,10,0.00,http://www.hazmeprecio.com/presupuesto/bloques-de-hormigon,0.00,0.00,0.07,435000,"0.50,0.99,0.50,0.99,0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.50",1428178652,
"rejas para balcones precios",15,16,10,0.39,http://www.hazmeprecio.com/presupuesto/rejas/valencia,0.00,0.00,0.74,331000,"0.67,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.99",1428338406,
"sika zaragoza",15,0,10,0.00,http://www.hazmeprecio.com/empresas/productos-sika/zaragoza,0.00,0.00,0.05,74000,"0.50,0.50,0.99,0.99,0.99,0.99,0.99,0.50,0.99,0.50,0.50,0.50",1428289846,
"empresas de calefaccion en madrid",15,12,10,0.00,http://www.hazmeprecio.com/empresas/calefaccion/madrid/madrid,0.00,0.00,1.00,438000,"0.33,0.33,0.99,0.99,0.33,0.33,0.67,0.67,0.33,0.33,0.33,0.33",1428409784,
"precio de baño completo",16,18,10,0.41,http://www.hazmeprecio.com/presupuesto/reforma-cuarto-de-baño,0.00,0.00,0.98,50800000,"0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.99",1428547655,
"precio de baño completo",15,0,10,0.41,http://www.hazmeprecio.com/presupuesto/reforma-baño,0.00,0.00,0.98,50800000,"0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.99",1428547655,
"precio hora vigilante de seguridad",15,9,10,0.00,http://www.hazmeprecio.com/presupuesto/vigilantes-de-seguridad,0.00,0.00,0.38,367000,"0.99,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33",1428683965,
"cuanto vale un toldo",15,0,10,0.00,http://www.hazmeprecio.com/presupuesto/poner-toldo,0.00,0.00,0.47,120000,"0.67,0.33,0.99,0.99,0.67,0.33,0.33,0.33,0.67,0.33,0.33,0.33",1428114750,
"muebles en algete",16,0,10,0.12,http://www.hazmeprecio.com/presupuesto/lacar-muebles/madrid/algete,0.00,0.00,0.78,346000,"0.50,0.50,0.99,0.50,0.50,0.50,0.99,0.50,0.50,0.99,0.99,0.50",1428673225,
"puertas correderas en valencia",16,15,10,1.50,http://www.hazmeprecio.com/presupuesto/puertas-correderas/valencia,0.00,0.00,0.95,409000,"0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.99,0.33",1428209504,
"precios de tela",16,16,10,0.00,http://www.hazmeprecio.com/presupuesto/tela-asfaltica,0.00,0.00,0.70,4610000,"0.99,0.99,0.99,0.99,0.99,0.00,0.00,0.99,0.99,0.99,0.99,0.99",1428674577,
"precios persianas velux",16,16,10,0.55,http://www.hazmeprecio.com/presupuesto/ventanas-velux,0.00,0.00,0.92,814000,"0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.67,0.67,0.33,0.99,0.33",1428240795,
"como hacer una nave industrial",15,0,10,0.00,http://www.hazmeprecio.com/presupuesto/construir-nave,0.00,0.00,0.43,8020000,"0.50,0.50,0.50,0.50,0.99,0.99,0.50,0.50,0.50,0.50,0.50,0.50",1428477575,
"precio rotulos luminosos",15,16,10,0.60,http://www.hazmeprecio.com/presupuesto/rotulos-luminosos,0.00,0.00,0.95,126000,"0.99,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.50,0.99,0.50",1428588724,
"precio del cesped artificial instalado",15,0,10,0.88,http://www.hazmeprecio.com/presupuesto/cesped-artificial,0.00,0.00,1.00,58000,"0.99,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",1428499985,
"reforma on line",15,19,10,0.00,http://www.hazmeprecio.com/,0.00,0.00,0.32,38200000,"0.00,0.99,0.00,0.00,0.99,0.00,0.99,0.00,0.99,0.99,0.00,0.99",1428342826,
"instalador gas natural madrid",15,0,10,6.04,http://www.hazmeprecio.com/presupuesto/instalador-de-gas-autorizado/madrid,0.00,0.01,0.95,112000,"0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99",1428457936,
"velux ggl m04",15,15,10,0.00,http://www.hazmeprecio.com/presupuesto/velux,0.00,0.00,0.35,108000,"0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50",1428382791,
"pergola aluminio imitacion madera",15,16,10,0.00,http://www.hazmeprecio.com/presupuesto/pergola-aluminio,0.00,0.00,0.54,45000,"0.33,0.67,0.99,0.67,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33",1428447156,
"reformas de baños sevilla",16,0,10,1.84,http://www.hazmeprecio.com/presupuesto/reforma-baño/sevilla,0.00,0.00,0.81,617000,"0.99,0.99,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.99,0.50",1428092992,
"precio de las ventanas de aluminio",15,15,10,0.56,http://www.hazmeprecio.com/presupuesto/ventanas-aluminio,0.00,0.00,0.92,1470000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428836957,
"presupuesto de una casa",16,19,10,0.05,http://www.hazmeprecio.com/presupuesto/construccion-casa,0.00,0.00,0.63,41100000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428533961,
"parquet valencia precio",15,14,10,0.42,http://www.hazmeprecio.com/presupuesto/parquet/valencia,0.00,0.00,0.75,534000,"0.99,0.67,0.33,0.33,0.33,0.33,0.99,0.33,0.33,0.33,0.67,0.33",1428664555,
"piscinas 3x2",15,16,10,0.16,http://www.hazmeprecio.com/madrid/pequeña-piscina-de-obra-de-3x2-getafe,0.00,0.00,0.67,259000,"0.33,0.33,0.67,0.99,0.99,0.33,0.33,0.33,0.33,0.33,0.67,0.33",1428371721,
"comprar toldos.com",15,0,10,0.00,http://www.hazmeprecio.com/empresa/wwwcomprartoldoscom,0.00,0.00,0.48,932000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428322867,
"pergola tenerife",16,0,10,0.00,http://www.hazmeprecio.com/presupuesto/pergolas-de-madera/tenerife,0.00,0.00,0.33,237000,"0.50,0.50,0.50,0.50,0.99,0.99,0.50,0.50,0.50,0.50,0.50,0.50",1428759513,
"precio instalacion domotica",15,16,10,0.39,http://www.hazmeprecio.com/presupuesto/domotica-vivienda,0.00,0.00,0.66,94000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428318907,
"precio instalacion domotica",16,0,10,0.39,http://www.hazmeprecio.com/presupuesto/instalacion-domotica,0.00,0.00,0.66,94000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428318907,
"empresa de construccion en cordoba",16,14,10,0.00,http://www.hazmeprecio.com/empresas/reformas-construccion/cordoba/cordoba,0.00,0.00,0.64,9180000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428560037,
"precios ventanas de aluminio blanco",16,0,10,0.70,http://www.hazmeprecio.com/presupuesto/ventanas-aluminio,0.00,0.00,1.00,485000,"0.50,0.50,0.50,0.99,0.50,0.99,0.99,0.99,0.50,0.50,0.50,0.50",1428679793,
"empresas de pladur en malaga",15,20,10,0.00,http://www.hazmeprecio.com/presupuesto/pladur/malaga,0.00,0.00,0.42,187000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428256512,
"velux ggl 4",16,12,10,0.11,http://www.hazmeprecio.com/presupuesto/persianas-velux,0.00,0.00,0.41,486000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428832459,
"piscinas de 3x2",15,17,10,0.20,http://www.hazmeprecio.com/madrid/pequeña-piscina-de-obra-de-3x2-getafe,0.00,0.00,0.89,259000,"0.67,0.67,0.67,0.33,0.99,0.33,0.33,0.33,0.33,0.00,0.33,0.33",1428269751,
"persianas para ventanas de aluminio",16,0,10,0.62,http://www.hazmeprecio.com/presupuesto/persianas-de-aluminio,0.00,0.00,0.87,540000,"0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.67,0.33,0.99,0.67",1428611351,
"coste de pista de padel",15,18,10,0.79,http://www.hazmeprecio.com/presupuesto/construccion-pista-padel,0.00,0.00,0.98,57000,"0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.50,0.50,0.50,0.99,0.50",1428223241,
"precio puerta seguridad",17,0,10,0.00,http://www.hazmeprecio.com/presupuesto/puertas-blindadas,0.00,0.00,0.82,22400000,"0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.99,0.99",1428415335,
"parquet damero",17,18,10,0.00,http://www.hazmeprecio.com/madrid/presupuesto-teñir-blanco-un-parquet-damero-roble-y-barniz-agua,0.00,0.00,0.34,25000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428318133,
"sika cordoba",17,0,10,0.00,http://www.hazmeprecio.com/ofertas/sika/cordoba,0.00,0.00,0.02,73000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.00,0.99,0.99",1428305047,
"merchandising en cordoba",17,0,10,0.69,http://www.hazmeprecio.com/empresas/merchandising/cordoba,0.00,0.00,0.70,564000,"0.99,0.99,0.00,0.99,0.99,0.00,0.99,0.99,0.99,0.99,0.99,0.99",1428443034,
"puertas de madera precio",17,0,10,0.52,http://www.hazmeprecio.com/presupuesto/puertas-de-madera,0.00,0.00,0.98,12900000,"0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.99,0.99,0.50,0.99,0.99",1428499964,
"parquet ac3",17,14,10,0.00,http://www.hazmeprecio.com/presupuesto/parquet-ac3,0.00,0.00,0.39,249000,"0.33,0.67,0.67,0.33,0.67,0.33,0.33,0.67,0.99,0.33,0.33,0.67",1428232238,
"precio bloques de hormigón",17,15,10,0.13,http://www.hazmeprecio.com/presupuesto/bloques-de-hormigon,0.00,0.00,0.23,429000,"0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",1428241007,
"ejemplo presupuesto reforma baño",17,0,10,1.76,http://www.hazmeprecio.com/presupuesto/reforma-cuarto-de-baño,0.00,0.00,0.75,355000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428847432,
"cubierta tipo sandwich precio",17,16,10,0.00,http://www.hazmeprecio.com/presupuesto/cubiertas-sandwich,0.00,0.00,0.73,211000,"0.00,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428654955,
"precios de cuartos de baño",17,16,10,0.51,http://www.hazmeprecio.com/presupuesto/reforma-cuarto-de-baño,0.00,0.00,0.85,8090000,"0.33,0.99,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.33",1428420066,
"pintar habitacion online",17,17,10,1.50,http://www.hazmeprecio.com/presupuesto/pintar-habitaciones,0.00,0.00,0.24,191000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428803515,
"presupuesto de reforma cocina",17,15,10,0.00,http://www.hazmeprecio.com/presupuesto/reforma-cocina,0.00,0.00,0.00,628000,"0.99,0.60,0.40,0.20,0.20,0.00,0.20,0.40,0.20,0.20,0.20,0.00",1428659883,
"hormigon pulido sevilla",17,17,10,1.12,http://www.hazmeprecio.com/presupuesto/hormigon-impreso/sevilla,0.00,0.00,0.86,39000,"0.67,0.67,0.33,0.33,0.33,0.33,0.33,0.67,0.67,0.33,0.99,0.33",1428290008,
"reparación de toldos",17,0,10,0.93,http://www.hazmeprecio.com/presupuesto/reparar-toldo/madrid/madrid,0.00,0.00,0.85,713000,"0.33,0.33,0.67,0.67,0.99,0.33,0.99,0.33,0.33,0.33,0.33,0.33",1428477910,
"greenkett parquet",17,16,10,0.00,http://www.hazmeprecio.com/barcelona/presupuesto-colocacion-de-40-50-60-m2-de-parquet-roble-greenkett,0.00,0.00,0.37,2000,"0.33,0.33,0.33,0.33,0.33,0.67,0.99,0.33,0.33,0.33,0.33,0.33",1428146071,
"precio de espejo",17,0,10,0.00,http://www.hazmeprecio.com/presupuesto/espejos/madrid,0.00,0.00,0.85,13900000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428169585,
"presupuesto de ascensores",17,0,10,1.31,http://www.hazmeprecio.com/presupuesto/ascensores,0.00,0.00,0.98,689000,"0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.99",1428170083,
"planchas de hormigon precio",17,17,10,0.00,http://www.hazmeprecio.com/presupuesto/cerramiento-de-hormigon,0.00,0.00,0.46,149000,"0.50,0.99,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.50",1428300308,
"precios instalacion cesped artificial",17,0,10,1.74,http://www.hazmeprecio.com/presupuesto/cesped-artificial,0.00,0.00,0.84,49000,"0.99,0.67,0.67,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33",1428717166,
"multisplit precios",18,0,10,0.03,http://www.hazmeprecio.com/presupuesto/multisplit-aire-acondicionado,0.00,0.00,0.92,186000,"0.33,0.33,0.99,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33",1428827582,
"precio de mosquiteras enrollables",19,19,10,0.00,http://www.hazmeprecio.com/presupuesto/mosquiteras-enrollables,0.00,0.00,0.55,136000,"0.99,0.67,0.67,0.67,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33",1428754892,
"chapas sandwich para cubiertas precios",20,0,10,0.00,http://www.hazmeprecio.com/presupuesto/cubiertas-sandwich,0.00,0.00,0.73,28000,"0.99,0.14,0.14,0.14,0.14,0.14,0.43,0.14,0.28,0.14,0.14,0.14",1428150652,
"precios ventana aluminio",18,17,10,1.12,http://www.hazmeprecio.com/presupuesto/ventanas-aluminio,0.00,0.00,0.86,637000,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.50,0.99",1428136732,
"reformar una cocina precio",18,0,10,1.47,http://www.hazmeprecio.com/presupuesto/reforma-cocina,0.00,0.00,0.90,9680000,"0.67,0.33,0.33,0.33,0.33,0.33,0.99,0.33,0.33,0.33,0.67,0.33",1428179095,
"pintores precios",18,16,10,0.17,http://www.hazmeprecio.com/presupuesto/pintores,0.00,0.00,0.80,748000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428615854,
"velux ggl 308",20,17,10,0.00,http://www.hazmeprecio.com/presupuesto/persianas-velux,0.00,0.00,1.00,86000,"0.99,0.99,0.99,0.99,0.00,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428165850,
"guardamuebles teruel",18,0,10,0.00,http://www.hazmeprecio.com/presupuesto/mudanzas-y-guardamuebles/teruel/teruel,0.00,0.00,0.36,144000,"0.99,0.00,0.99,0.99,0.99,0.99,0.99,0.99,0.00,0.99,0.99,0.99",1428495728,
"chapa tipo sandwich precio",19,19,10,0.22,http://www.hazmeprecio.com/presupuesto/paneles-sandwich,0.00,0.00,0.94,148000,"0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.99,0.99,0.99,0.99,0.99",1428409533,
"pergolas de aluminio madrid",18,17,10,1.38,http://www.hazmeprecio.com/presupuesto/pergola-aluminio/madrid,0.00,0.00,0.96,125000,"0.99,0.50,0.99,0.50,0.50,0.50,0.00,0.50,0.50,0.50,0.50,0.50",1428329594,
"precios domotica",18,18,10,0.34,http://www.hazmeprecio.com/presupuesto/domotica-vivienda,0.00,0.00,0.96,272000,"0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",1428371256,
"presupuestos energia solar",18,12,10,0.00,http://www.hazmeprecio.com/presupuesto/energia-solar,0.00,0.00,0.87,179000,"0.99,0.33,0.67,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.33,0.33",1428650203,
"precio instalacion de gas",18,18,10,2.74,http://www.hazmeprecio.com/presupuesto/instalacion-gas-natural,0.00,0.00,0.79,635000,"0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.67,0.33,0.99,0.67",1428242476,
"precio ventanas aluminio online",19,19,10,0.18,http://www.hazmeprecio.com/presupuesto/ventanas-aluminio,0.00,0.00,1.00,530000,"0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.99,0.50,0.50,0.50",1428183163,
"precios placas sandwich para cubiertas",18,17,10,0.60,http://www.hazmeprecio.com/presupuesto/cubiertas-sandwich,0.00,0.00,0.92,34000,"0.99,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.99,0.99,0.50",1428360605,
"cambio ventanas madrid",19,15,10,0.64,http://www.hazmeprecio.com/presupuesto/cambiar-ventanas/madrid,0.00,0.00,0.90,837000,"0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.99",1428629661,
"precio ventana corredera aluminio",18,19,10,1.30,http://www.hazmeprecio.com/presupuesto/ventanas-correderas,0.00,0.00,0.82,252000,"0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50",1428371449,
"parquet ac3",18,0,10,0.00,http://www.hazmeprecio.com/presupuesto/tarima-ac3,0.00,0.00,0.39,249000,"0.33,0.67,0.67,0.33,0.67,0.33,0.33,0.67,0.99,0.33,0.33,0.67",1428232238,
"materiales de construccion cordoba precios",20,0,10,0.00,http://www.hazmeprecio.com/presupuesto/materiales-de-construccion/cordoba/cordoba,0.00,0.00,0.82,714000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428261138,
"puertas galvanizadas en valencia",19,0,10,0.97,http://www.hazmeprecio.com/presupuesto/puertas-metalicas/valencia,0.00,0.00,1.00,50000,"0.60,0.60,0.99,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20",1428338411,
"precio cambiar bañera por plato ducha",18,0,10,2.21,http://www.hazmeprecio.com/presupuesto/cambiar-bañera-por-ducha,0.00,0.00,0.98,106000,"0.99,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67",1428131913,
"microcemento colocacion",19,0,10,0.75,http://www.hazmeprecio.com/presupuesto/colocacion-microcemento,0.00,0.00,0.89,212000,"0.99,0.99,0.99,0.99,0.00,0.99,0.99,0.99,0.00,0.99,0.99,0.99",1428333692,
"ventanas de aluminio blanco precios",18,0,10,0.77,http://www.hazmeprecio.com/presupuesto/ventanas-aluminio,0.00,0.00,0.77,496000,"0.25,0.25,0.25,0.25,0.25,0.50,0.50,0.99,0.25,0.25,0.25,0.25",1428697002,
"distribuidores velux madrid",19,0,10,0.00,http://www.hazmeprecio.com/presupuesto/ventanas-velux,0.00,0.00,0.73,14000,"0.25,0.25,0.50,0.50,0.99,0.25,0.25,0.25,0.25,0.25,0.25,0.25",1428334021,
"ventana aluminio precios",19,19,10,0.73,http://www.hazmeprecio.com/presupuesto/ventanas-aluminio,0.00,0.00,1.00,624000,"0.99,0.99,0.50,0.50,0.99,0.50,0.50,0.50,0.99,0.50,0.50,0.50",1428329654,
"instaladores gas natural barcelona",18,0,10,8.13,http://www.hazmeprecio.com/presupuesto/instalador-de-gas-autorizado/barcelona,0.00,0.01,0.94,151000,"0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50",1428515420,
"precios de mosquiteras enrollables",20,20,10,0.34,http://www.hazmeprecio.com/presupuesto/mosquiteras-enrollables,0.00,0.00,0.88,140000,"0.25,0.50,0.99,0.50,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25",1428382461,
"precios camaras frigorificas",19,20,10,0.65,http://www.hazmeprecio.com/presupuesto/camara-frigorifica,0.00,0.00,1.00,303000,"0.50,0.50,0.99,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50",1428496165,
"presupuesto energia solar termica",18,17,10,1.26,http://www.hazmeprecio.com/presupuesto/energia-solar-termica,0.00,0.00,0.89,40000,"0.99,0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.33",1428679447,
"presupuesto ascensores",18,18,10,1.81,http://www.hazmeprecio.com/presupuesto/ascensores,0.00,0.00,0.91,465000,"0.67,0.33,0.99,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33",1428414047,
"paneles sandwich ocasion",20,0,10,0.45,http://www.hazmeprecio.com/empresa/panel-sandwich-ocasion-paneles-sandwich,0.00,0.00,0.78,146000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428814049,
"uralita para tejados",18,0,10,1.40,http://www.hazmeprecio.com/presupuesto/uralita,0.00,0.00,0.88,142000,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50",1428761258,
"pintar habitacion online",18,18,10,1.50,http://www.hazmeprecio.com/presupuesto/pintar-habitaciones/valencia,0.00,0.00,0.24,191000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428803515,
"encimeras creativas",20,19,10,0.68,http://www.hazmeprecio.com/empresa/silex-encimeras-creativas,0.00,0.00,0.61,132000,"0.33,0.33,0.33,0.67,0.33,0.99,0.33,0.33,0.33,0.33,0.33,0.33",1428702047,
"guardamuebles segovia",20,0,10,1.84,http://www.hazmeprecio.com/presupuesto/guardamuebles/segovia,0.00,0.00,0.95,165000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428754937,
"presupuesto de toldos online",18,14,10,0.18,http://www.hazmeprecio.com/presupuesto/toldos,0.00,0.00,0.65,264000,"0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.00,0.33,0.33,0.33",1428482064,
"microcemento bcn",18,0,10,0.00,http://www.hazmeprecio.com/barcelona/bcn-microcemento-baño-escaleras-cocina,0.00,0.00,0.98,13000,"0.99,0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",1428284952,
"precios puertas madera",19,0,10,0.69,http://www.hazmeprecio.com/presupuesto/puertas-de-madera,0.00,0.00,0.90,1040000,"0.99,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.50,0.50,0.50",1428198725,
"reformas de patios",19,0,10,0.84,http://www.hazmeprecio.com/presupuesto/reforma-patio,0.00,0.00,0.68,439000,"0.25,0.25,0.25,0.25,0.25,0.50,0.25,0.50,0.25,0.25,0.25,0.99",1428132135,
"gas natural instalacion precio",18,18,10,2.68,http://www.hazmeprecio.com/presupuesto/instalacion-gas-natural,0.00,0.00,0.65,440000,"0.99,0.99,0.00,0.00,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428675174,
"precios del metro cuadrado de construccion",20,13,10,0.90,http://www.hazmeprecio.com/presupuesto/construccion-vivienda-unifamiliar,0.00,0.00,0.40,616000,"0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",1428327224,
"mi parcela girona",20,19,10,0.00,http://www.hazmeprecio.com/presupuesto/vallar-parcela/girona-iva-girona,0.00,0.00,0.30,162000,"0.25,0.25,0.50,0.25,0.50,0.25,0.25,0.25,0.99,0.50,0.50,0.25",1428563873,
"presupuestos de reformas de cocinas",18,0,10,1.82,http://www.hazmeprecio.com/presupuesto/reforma-cocina,0.00,0.00,0.79,488000,"0.25,0.25,0.25,0.25,0.99,0.25,0.25,0.50,0.25,0.25,0.25,0.25",1428329560,
